title,author/0,translator/0,o_title,o_language/0,wikidata,notes,links,volume,nybc_id,date,downloads,item_size,place/0,publisher/0,year,author/1,author/2,author/3,place/1,author/4,author/5,translator/1,o_language/1,place/2,publisher/1,o_language/2,translator/2,translator/3,translator/4
Memuaren,"Figner, Vera","Osherowitch, M.",Запечатлённый труд,German,,,,2,nybc209451,1925-01-01T00:00:00Z,156,88736277,New York,Veker,1925,,,,,,,,,,,,,,
Salambo,"Flaubert, Gustave","Rakovski, Mark",Salammbô,French,Q117182,,,,nybc212456,1927-01-01T00:00:00Z,219,707828534,Warsaw,Bibliotek Mark Rakovski,1927,,,,,,,,,,,,,,
Dray dertseylungen,"Flaubert, Gustave","Rakovski, Mark",Trois Contes,French,Q2126429,,,,nybc212476,1929-01-01T00:00:00Z,134,265388081,Warsaw,Bibliotek Mark Rakovski,1929,,,,,,,,,,,,,,
"Di geshlekhṭs-frage a ṿisenshafṭlikhe, psikhologishe, higyenishe un sotsiologishe forshung","Forel, Auguste","Boruchson, D.","Die sexuelle Frage. Eine naturwissenschaftliche, psychologische, hygienische und soziologische Studie für Gebildete",German,,Translated via English,,2,nybc209422,1920-01-01T00:00:00Z,206,166502379,New York,Zelbsṭ-bildung,1920,,,,,,,,,,,,,,
"Di geshlekhṭs-frage a ṿisenshafṭlikhe, psikhologishe, higyenishe un sotsiologishe forshung","Forel, Auguste","Boruchson, D.","Die sexuelle Frage. Eine naturwissenschaftliche, psychologische, hygienische und soziologische Studie für Gebildete",German,,Translated via English,,1,nybc209421,1920-01-01T00:00:00Z,263,114257979,New York,Zelbsṭ-bildung,1920,,,,,,,,,,,,,,
Der ameṭisṭn-ring,"France, Anatole","Holtsblat, M.",L'anneau d'améthyste,French,Q3202036,,,,nybc203750,1928-01-01T00:00:00Z,108,488840310,Warsaw,Sh. Goldfarb,1928,,,,,,,,,,,,,,
Epiḳurs garṭn,"France, Anatole","Holtsblat, M.",Le jardin d'épicure,French,Q19195364,,,,nybc209520,1928-01-01T00:00:00Z,141,41665598,Warsaw,Sh. Goldfarb,1928,,,,,,,,,,,,,,
Di royte lilye,"France, Anatole","Podrushnik, Y.",Le Lys rouge,French,Q3224130,,,,nybc209523,1918-01-01T00:00:00Z,152,16052498,New York,Idish,1918,,,,,,,,,,,,,,
Dos farbrekhn fun Silṿesṭer Bonar,"France, Anatole","Holtsblat, M.",Le crime de Sylvestre Bonnard,,Q3221974,,,,nybc202784,1927-01-01T00:00:00Z,119,62905843,Warsaw,Sh. Goldfarb,1927,,,,,,,,,,,,,,
Berzshere in Pariz,"France, Anatole","Holtsblat, M.",Monsieur Bergeret à Paris,French,Q111833108,,,,nybc209519,1929-01-01T00:00:00Z,145,98995688,Warsaw,Renesans,1929,,,,,,,,,,,,,,
Di dyalogn fun Zsherom Ḳuonyar,"France, Anatole","Holtsblat, M.",Les Opinions de m. Jérôme Coignard,French,Q116480860,,,,nybc211829,1929-01-01T00:00:00Z,126,58962268,Warsaw,Sh. Goldfarb,1929,,,,,,,,,,,,,,
Ṭogbukh fun a meydl 14 Yuni 1942-1 Oygusṭ 1944,"Frank, Anne","Shiloni, Yehoshua",Het Achterhuis,Dutch,Q14624856,,,,nybc209529,1958-01-01T00:00:00Z,1115,93714438,Tel-Aviv,"Farlag ""Menorah""",1958,,,,,,,,,,,,,,
Dos ṭogbukh fun Ana Franḳ 12 Yuni 1942-1 Oygusṭ 1944,"Frank, Anne","Rubinger, Sh.",Het Achterhuis,Dutch,Q14624856,,,,nybc209530,1961-01-01T00:00:00Z,1433,64346183,Bucharest,Farlag far liṭeraṭur,1961,,,,,,,,,,,,,,
Di tsuḳunfṭ fun an iluzye,"Freud, Sigmund","Dodnik, Y.",Die Zukunft einer Illusion,German,Q1167737,,,,nybc202136,1932-01-01T00:00:00Z,324,17191680,Cleveland,[o. fg.],1932,,,,,,,,,,,,,,
Ibern briḳ,"Fridman, R.",unknown,הנערים מעבר לגשר,Hebrew,,,,,nybc203965,1979-01-01T00:00:00Z,169,158596130,Jerusalem,Ḥatsor ha-Gelilit,1979,,,,,,,,,,,,,,
Dos leben fun Ṭheodor Hertsl,"Friedemann, Adolf","Ts., D.",Das Leben Theodor Herzls,German,,,,,nybc202441,1921-01-01T00:00:00Z,180,29908813,Berlin,Yidisher farlag,1921,,,,,,,,,,,,,,
Lenin un Gandi,"Fülöp-Miller, René","Teper, R.",Lenin und Ghandi,German,,,,,nybc204043,1930-01-01T00:00:00Z,256,125868016,Warsaw,Aṿangard,1930,,,,,,,,,,,,,,
R. M. R,"Gaidar, Arkady","Rosin, Samuil, 1890-",Р. В. С.,Russian,Q19214768,,,,nybc212789,1938-01-01T00:00:00Z,139,22488341,Moscow,Emes,1938,,,,,,,,,,,,,,
Oblomoṿ roman in fir ṭeylen,"Goncharov, Ivan","Landoy, Zisha",Обломов,Russian,Q842074,,,2,nybc206453,1921-01-01T00:00:00Z,122,51401264,New York,Ḳulṭur,1921,,,,,,,,,,,,,,
Oblomoṿ roman in fir ṭeylen,"Goncharov, Ivan","Landoy, Zisha",Обломов,Russian,Q842074,,,1,nybc206452,1921-01-01T00:00:00Z,477,51730943,New York,Ḳulṭur,1921,,,,,,,,,,,,,,
Oblomoṿ roman in fir ṭeylen,"Goncharov, Ivan","Landoy, Zisha",Обломов,Russian,Q842074,,,3,nybc206454,1921-01-01T00:00:00Z,118,66485317,New York,Ḳulṭur,1921,,,,,,,,,,,,,,
Mayne uniṿersiṭeṭn,"Gorky, Maxim","Zilburg, M.",Мои университеты,Russian,Q61071240,,,,nybc206613,1928-01-01T00:00:00Z,205,92687223,Vilne,B. Kletskin,1928,,,,,,,,,,,,,,
Ḳonoṿaloṿ,"Gorky, Maxim",unknown,Коновалов,Russian,,,https://ilibrary.ru/text/502/p.1/index.html,,nybc206622,1906-01-01T00:00:00Z,151,22908660,London,B. Ruderman,1906,,,,,,,,,,,,,,
Dos lebn fun an iberiḳn menṭsh,"Gorky, Maxim","Goldin, L.",Жизнь ненужного человека,Russian,Q20828843,,,,nybc206641,1927-01-01T00:00:00Z,121,23069069,Warsaw,Farlag Ḳulṭur-lige,1927,,,,,,,,,,,,,,
Di muṭer a roman fun der tsayṭ fun der Rusisher reṿolutsyon,"Gorky, Maxim",Shub un Liliput,Мать,Russian,Q169632,,,,nybc206624,1915-01-01T00:00:00Z,150,105647129,New York,The Day,1915,,,,,,,,,,,,,,
Ḳulṭur un reṿolutsye eseys,unknown,"Landoy, Zisha",unknown,Russian,,anthology,,,nybc206637,1921-01-01T00:00:00Z,161,44563700,New York,Marḳs liṭeraṭur gezelshafṭ,1921,,,,,,,"Perelman, N.",,,,,"Rozenfeld, H.",,
Dray menshen roman in 2 bend,"Gorky, Maxim","Frumkin, A.",Трое,Russian,,,,1,nybc206638,1918-01-01T00:00:00Z,138,66696914,New York,Malerman's Literarishe Poblishing Kompani,1918,,,,,,,,,,,,,,
Dray menshen roman in 2 bend,"Gorky, Maxim","Frumkin, A.",Трое,Russian,,,,2,nybc206639,1918-01-01T00:00:00Z,136,60403953,New York,Malerman's Literarishe Poblishing Kompani,1918,,,,,,,,,,,,,,
Dray menshen roman in 2 bend,"Gorky, Maxim","Frumkin, A.",Трое,Russian,,,,,nybc203598,1918-01-01T00:00:00Z,143,57822831,New York,Malerman's Literarishe Poblishing Kompani,1918,,,,Philadelphia,,,,,,,,,,
Tsṿishn menṭshn,"Gorky, Maxim","Zilburg, M.",В людях,Russian,Q6019466,,,,nybc206612,1928-01-01T00:00:00Z,185,107829544,Vilne,B. Kletskin,1928,,,,,,,,,,,,,,
Der hisṭorisher maṭeryalizm,"Gorter, Herman","Maymun, H.",Het historisch materialisme. Voor arbeiders verklaard,Dutch,,,,,nybc207788,1919-01-01T00:00:00Z,130,66149194,Warsaw,Arbeyter heym,1919,"Kautsky, Karl",,,,,,,,,,,,,
Yudishe geshikhṭe,"Graetz, Heinrich",unknown,Geschichte der Juden,,,,,3,nybc207140,1927-01-01T00:00:00Z,228,466499585,Warsaw,Ferlag B. Shimin,1927,,,,,,,,,,,,,,
Yudishe geshikhṭe,"Graetz, Heinrich",unknown,Geschichte der Juden,,,,,5,nybc207142,1927-01-01T00:00:00Z,191,448210258,Warsaw,Ferlag B. Shimin,1927,,,,,,,,,,,,,,
Yudishe geshikhṭe,"Graetz, Heinrich",unknown,Geschichte der Juden,,,,,7,nybc207145,1927-01-01T00:00:00Z,210,86038640,Warsaw,Ferlag B. Shimin,1927,,,,,,,,,,,,,,
Yudishe geshikhṭe,"Graetz, Heinrich",unknown,Geschichte der Juden,,,,,1,nybc207139,1927-01-01T00:00:00Z,251,98590946,Warsaw,Ferlag B. Shimin,1927,,,,,,,,,,,,,,
Yudishe geshikhṭe,"Graetz, Heinrich",unknown,Geschichte der Juden,,,,,4,nybc207141,1927-01-01T00:00:00Z,182,93609134,Warsaw,Ferlag B. Shimin,1927,,,,,,,,,,,,,,
Yudishe geshikhṭe,"Graetz, Heinrich",unknown,Geschichte der Juden,,,,,6,nybc207144,1927-01-01T00:00:00Z,172,94220365,Warsaw,Ferlag B. Shimin,1927,,,,,,,,,,,,,,
Yudishe geshikhṭe,"Graetz, Heinrich",unknown,Geschichte der Juden,,,,,2,nybc207143,1927-01-01T00:00:00Z,198,97134685,Warsaw,Ferlag B. Shimin,1927,,,,,,,,,,,,,,
Oysgeḳlibene mayśelekh,The Brothers Grimm,Yashar,unknown,German,,anthology,,,nybc200697,1922-01-01T00:00:00Z,320,118101037,Berlin,Yidisher kultur-farlag,1922,,,,,,,,,,,,,,
Georg Brandes un Peṭer Ḳropoṭḳin,"Kropotkin, Peter","Grossman, Vladimir",unknown,French,,Correspondence of Kropotkin and Brandes. Remains to be verified…,,,nybc206835,1961-01-01T00:00:00Z,321,48764653,Paris,[o. fg.],1961,"Brandes, Georg",,,,,,,,,,,,,
Der revolṭ fun a goles̀-folḳ ḳomunizm in Yiśroel,"Halperin, Yekhiel",unknown,ישראל והקומוניזם,Hebrew,,,,,nybc207046,1954-01-01T00:00:00Z,223,67525466,Buenos Aires,Ḳiyem,1954,,,,,,,,,,,,,,
Di brokhe fun der erd,"Hamsun, Knut","Shnayder, Sh.",Markens grøde,Norwegian,Q2266122,,,2,nybc202133,1925-01-01T00:00:00Z,145,57515612,Warsaw,Kultur lige,1925,,,,,,,,,,,,,,
Der redaḳṭor roman,"Hamsun, Knut",unknown,Redaktør Lynge,Norwegian,Q2044996,,,,nybc211595,1911-01-01T00:00:00Z,173,94441374,Warsaw,"""ha-Tsefirah""",1911,,,,,,,,,,,,,,
Di brokhe fun der erd,"Hamsun, Knut","Shnayder, Sh.",Markens grøde,Norwegian,Q2266122,,,1,nybc202132,1925-01-01T00:00:00Z,175,75973961,Warsaw,Kultur lige,1925,,,,,,,,,,,,,,
Benoni roman,"Hamsun, Knut","Heylperin, Falk",Benoni,Norwegian,Q1847817,,,,nybc207062,1928-01-01T00:00:00Z,281,62888755,Vilne,B. Kletskin,1928,,,,,,,,,,,,,,
Ṿiḳṭorya a geshikhṭe fun a liebe,"Hamsun, Knut","Lapin, Berl",Victoria,Norwegian,Q1636184,,,,nybc207359,1911-01-01T00:00:00Z,337,26239941,New York,M. Yankovits,1911,,,,,,,"Varshe, M.",,,,,,,
Ḳinder fun der tsayṭ,"Hamsun, Knut","Shnayder, Shloyme",Børn av tiden,Norwegian,Q2250348,,,,nybc207060,1926-01-01T00:00:00Z,146,90003252,New York,Grohar un Sṭodolsḳi,1926,,,,,,,,,,,,,,
Der braṿer soldaṭ Shṿayḳ in der ṿelṭ-milkhome,"Hašek, Jaroslav","Kalmanovitch, Zelig",Osudy dobrého vojáka Švejka za světové války,Czech,Q208622,,,2,nybc210663,1930-01-01T00:00:00Z,272,54138835,Riga,Bikher far alemen,1930,,,,,,,,,,,,,,
Der braṿer soldaṭ Shṿayḳ in der ṿelṭ-milkhome,"Hašek, Jaroslav","Kalmanovitch, Zelig",Osudy dobrého vojáka Švejka za světové války,Czech,Q208622,,,1,nybc201445,1930-01-01T00:00:00Z,381,117004294,Riga,Bikher far alemen,1930,,,,,,,,,,,,,,
Der ayngezunḳener gloḳ drame in 5 aḳṭn,"Hauptman, Gerhart","Nadir, Moyshe",Die versunkene Glocke,German,Q15433159,,,,nybc210667,1929-01-01T00:00:00Z,165,26186626,Vilne,B. Kletskin,1929,,,,,,,,,,,,,,
Di ṿeber drama in finf aḳṭen,"Hauptman, Gerhart","Ben-Gur, A. A.",Die Weber,German,Q741606,,,,nybc204943,1906-01-01T00:00:00Z,152,27738236,Vilne,Di velt,1906,,,,,,,,,,,,,,
Di ṿeber drama in 5 aḳṭen,"Hauptman, Gerhart","Milkh, Yankev",Die Weber,German,Q741606,,,,nybc204932,1905-01-01T00:00:00Z,140,18906431,New York,Aroysgegeben fun hilfs-ferband der Poylishen Sots. parṭey,1905,,,,,,,,,,,,,,
Henshel Fuhrman,"Hauptman, Gerhart","Nomberg, Hersh Dovid",Fuhrman Henschel,German,Q1473047,,,,nybc211197,1909-01-01T00:00:00Z,214,23964928,Warsaw,B. Shimin,1909,,,,,,,,,,,,,,
Der ṭaykh geyṭ,"Hazaz, Haim","Olitski, L.",חגורת מזלות,Hebrew,,,,,nybc207098,1964-01-01T00:00:00Z,163,60054898,New York,Der Kval,1964,,,,,,,,,,,,,,
Di ṿerḳ fun Haynrikh Hayne miṭ a biografye fun A. Ḳalisher un a forṿorṭ fun N. Sirḳin,"Heine, Heinrich",unknown,unknown,German,,anthology,,2,nybc207114,1918-01-01T00:00:00Z,316,64645495,New York,Idish,1918,,,,,,,,,,,,,,
Di ṿerḳ fun Haynrikh Hayne miṭ a biografye fun A. Ḳalisher un a forṿorṭ fun N. Sirḳin,"Heine, Heinrich",unknown,unknown,German,,anthology,,5,nybc207117,1918-01-01T00:00:00Z,323,52206229,New York,Idish,1918,,,,,,,,,,,,,,
Di ṿerḳ fun Haynrikh Hayne miṭ a biografye fun A. Ḳalisher un a forṿorṭ fun N. Sirḳin,"Heine, Heinrich",unknown,unknown,German,,anthology,,6,nybc207118,1918-01-01T00:00:00Z,366,37080999,New York,Idish,1918,,,,,,,,,,,,,,
Di ṿerḳ fun Haynrikh Hayne miṭ a biografye fun A. Ḳalisher un a forṿorṭ fun N. Sirḳin,"Heine, Heinrich",unknown,unknown,German,,anthology,,7,nybc207119,1918-01-01T00:00:00Z,296,32648761,New York,Idish,1918,,,,,,,,,,,,,,
Di ṿerḳ fun Haynrikh Hayne miṭ a biografye fun A. Ḳalisher un a forṿorṭ fun N. Sirḳin,"Heine, Heinrich",unknown,unknown,German,,anthology,,8,nybc207120,1918-01-01T00:00:00Z,307,28712938,New York,Idish,1918,,,,,,,,,,,,,,
Di ṿerḳ fun Haynrikh Hayne miṭ a biografye fun A. Ḳalisher un a forṿorṭ fun N. Sirḳin,"Heine, Heinrich",unknown,unknown,German,,anthology,,1,nybc207113,1918-01-01T00:00:00Z,425,67194533,New York,Idish,1918,,,,,,,,,,,,,,
Di ṿerḳ fun Haynrikh Hayne miṭ a biografye fun A. Ḳalisher un a forṿorṭ fun N. Sirḳin,"Heine, Heinrich",unknown,unknown,German,,anthology,,3,nybc207115,1918-01-01T00:00:00Z,339,73658280,New York,Idish,1918,,,,,,,,,,,,,,
Di ṿerḳ fun Haynrikh Hayne miṭ a biografye fun A. Ḳalisher un a forṿorṭ fun N. Sirḳin,"Heine, Heinrich",unknown,unknown,German,,anthology,,4,nybc207116,1918-01-01T00:00:00Z,319,52756125,New York,Idish,1918,,,,,,,,,,,,,,
Der alṭer un der yam,"Hemingway, Ernest","Stiker, Meyer",The Old Man and the Sea,English,Q26505,,,,nybc207317,1958-01-01T00:00:00Z,545,25357691,New York,Der Kval,1958,,,,,,,,,,,,,,
Evolutsye,"Herbert, S.","Kats, M.",The First Principles of Evolution,English,Q51473737,,,,nybc207134,1920-01-01T00:00:00Z,157,87795844,New York,Farlag di Heym,1920,,,,,,,,,,,,,,
Der Idenshṭaṭ,"Herzl, Theodor",unknown,Der Judenstaat,German,Q1141090,,,,nybc207313,2021-12-19T00:00:00Z,328,20757627,Boston,Progresiṿ bukh sṭor,unknown,,,,,,,,,,,,,,
Roym un Yerusholayim,"Hess, Moses","Syrkin, Nachman, 1868-1924",Rom und Jerusalem,German,Q611875,,,,nybc207315,1948-01-01T00:00:00Z,186,64255976,Paris,Farlag Ṭevye Grohar,1948,,,,,,,,,,,,,,
Fun Marḳs biz Lenin,"Hillquit, Morris","Kaplan, D.",From Marx to Lenin,English,,,,,nybc201936,1923-01-01T00:00:00Z,161,29705641,New York,Veker,1923,,,,,,,,,,,,,,
Ḳnaḳnisl un moyznḳeyser,"Hoffmann, E. T. A","Reznik, Lipe",Nussknacker und Mausekönig,German,Q744557,,,,nybc213372,1922-01-01T00:00:00Z,309,148943605,Kyiv,Kultur lige,1922,,,,,,,,,,,,,,
"In der heym, in shul, in ṿald, in feld","Hokhberg, D.","H., Y.",Teacher's leaflets for use in public schools,English,,,,,nybc210992,,236,134116857,Moscow,Melukhe farlag,unknown,,,,,,,,,,,,,,
Gloyben un fernunft,"Meslier, Jean","Yanovski, Sh.",Le bon sens du curé,French,,,,,nybc202752,1907-01-01T00:00:00Z,215,52797453,London,Radiḳal publishing ḳompani,1907,,,,,,,,,,,,,,
Di zukher fun emes̀ a sotsyaler roman in fier bikher,"Hollaender, Felix","Yanovski, Sh.",Der Weg des Thomas Truck,German,,,,,nybc207043,1915-01-01T00:00:00Z,127,175443420,New York,Maks Mayzel,1915,,,,,,,,,,,,,,
Ḥasidizm,"Horodezky, Samuel","Zeligman, R.",unknown,Hebrew,,"Possible abridged version of החסידות והחסידים,",,,nybc202846,1924-01-01T00:00:00Z,277,30765932,Berlin,Klal-farlag,1924,,,,,,,,,,,,,,
Dray froyen poeṭn fun modernem Yapan,"Yanagihara, Byakuren","Bronshteyn, Yekhezkiel",unknown,Japanese,,"Anthology, translated via the English, translated by Glenn Hughes and Yozan Iwasaki",,,nybc202965,1952-01-01T00:00:00Z,241,4554665,Montreal,[o. fg.],1952,"Yosano, Akiko","Kujo, Takeko",,,,,,,,,,,,
Der mensh ṿos lakhṭ roman in tsṿey band,"Hugo, Victor",unknown,L'Homme qui rit,French,Q865211,,,2,nybc207095,1920-01-01T00:00:00Z,147,58879586,New York,M. Yankovits,1920,,,,,,,,,,,,,,
Der mensh ṿos lakhṭ roman in tsṿey band,"Hugo, Victor",unknown,L'Homme qui rit,French,Q865211,,,1,nybc207094,1920-01-01T00:00:00Z,160,56530432,New York,M. Yankovits,1920,,,,,,,,,,,,,,
Loz Goṭ zayn ṿorhafṭiḳ,unknown,unknown,Let God be True,English,,,,,nybc202158,1949-01-01T00:00:00Z,353,55466616,"Brooklyn, U.S.A.","Watchtower Bible and Tract Society, International Bible Students Association",1949,,,,,,,,,,,,,,
Feṭer Angel,"Istrati, Panait","Braker, K.",Vie d'Adrien Zograffi,French,,Edited by Rakovski,,,nybc205673,1929-01-01T00:00:00Z,165,55262649,Warsaw,Bibliotek Mark Rakovski,1929,,,,,,,,,,,,,,
Ḳira Ḳiralina,"Istrati, Panait","Rakovski, Mark",Kyra Kyralina,French,,,,,nybc202005,1926-01-01T00:00:00Z,200,48772178,Warsaw,Bibliotek Mark Rakovski,1926,,,,,,,,,,,,,,
Seyfer Zshaboṭinsḳi,"Jabotinsky, Vladimir","Isaacson, Isaac",unknown,Hebrew,,anthology,,,nybc209058,1949-01-01T00:00:00Z,236,101206701,Buenos Aires,Tsyenisṭish-reṿizyonisṭishn tsenṭer un faṭernal,1949,,,,,,,,,,,,,,
"Sefer Tehilim ṿe-shire Tsiyon ba-ḥaruzim ... a fraye poeṭishe iberzetsung, loyṭ di moṭiṿn fun seyfer Tilim",unknown,"Jaffe, Benjamin",תהלים,Hebrew,Q41064,,,3,nybc209072,1942-01-01T00:00:00Z,310,9892276,New York,[o. fg.],1942,,,,,,,,,,,,,,
"Sefer Tehilim ṿe-shire Tsiyon ba-ḥaruzim ... a fraye poeṭishe iberzetsung, loyṭ di moṭiṿn fun seyfer Tilim",unknown,"Jaffe, Benjamin",תהלים,Hebrew,Q41064,,,2,nybc209071,1942-01-01T00:00:00Z,297,11785252,New York,[o. fg.],1942,,,,,,,,,,,,,,
"Sefer Tehilim ṿe-shire Tsiyon ba-ḥaruzim ... a fraye poeṭishe iberzetsung, loyṭ di moṭiṿn fun seyfer Tilim",unknown,"Jaffe, Benjamin",תהלים,Hebrew,Q41064,,,1,nybc203312,1942-01-01T00:00:00Z,319,12247140,New York,[o. fg.],1942,,,,,,,,,,,,,,
Di Yidishe milḥomes̀,Flavius Josephus,"Kalmanovitch, Zelig",Φλαυίου Ἰωσήπου ἱστορία Ἰουδαϊκοῦ πολέμου πρὸς Ῥωμαίους βιβλία,Greek,Q44276,Original language likely Hebrew/Aramaic,,,nybc202654,1923-01-01T00:00:00Z,382,281333794,Vilne,B. Kletskin,1923,,,,,,,,,,,,,,
Der protses,"Kafka, Franz","Ravitsh, Meylekh",Der Prozess,German,Q36097,,,,nybc209748,1966-01-01T00:00:00Z,886,74340898,New York,Der Kval,1966,,,,,,,,,,,,,,
"Di letsṭe ḳanoyim aroysgegeben fun zibeṭn bukh fun Yosifus Flaṿyus ""Yudishe milḥomes̀""",Flavius Josephus,"Kalmanovitch, Zelig",Φλαυίου Ἰωσήπου ἱστορία Ἰουδαϊκοῦ πολέμου πρὸς Ῥωμαίους βιβλία,Greek,Q44276,,,,nybc210922,1922-01-01T00:00:00Z,184,5064940,Berlin,Klal-farlag,1922,,,,,,,,,,,,,,
Far'n shṭurm drama fun der Rusisher reṿolutsyon in 3 aḳṭen,"Kampf, Leopold",unknown,Vorabend,German,,,,,nybc202065,1907-01-01T00:00:00Z,134,20151354,New York,Aroysgegeben fun Di inṭernatsyonale biblioṭheḳ ferlag ḳo,1907,,,,,,,,,,,,,,
Geshikhte fun der Yidisher literatur,"Karpeles, Gustav","Heylperin, Falk",Geschichte der jüdischen Literatur,German,,,,,nybc209836,1927-01-01T00:00:00Z,282,126339741,Vilne,"Farlag ""Tomor""",1927,,,,,,,,,,,,,,
Ṿos arbeṭorins dertseyln a Erets-Yiśroʼel bukh,"Katznelson-Shazar, Rachel",unknown,דברי פועלות,Hebrew,,,,,nybc200771,1931-01-01T00:00:00Z,193,113447500,Tel-Aviv ,Pioneer Women's Organization,1931,,,,New York,,,,,,,,,,
Shrifṭn un redes,"Katznelson, Berl","Gordzensky, Shlomo",unknown,Hebrew,,anthology,,,nybc200463,1945-01-01T00:00:00Z,187,121518193,New York,Sharon,1945,,,,,,,"Latski-Bertoldi, V.",,,,,,,
Geshikhṭe fun sotsialisṭishen gedanḳ,"Kautsky, Karl","Rozenfeld, Khayim",Die Vorläufer des neueren Sozialismus,German,Q22908474,,,2,nybc206802,1921-01-01T00:00:00Z,184,75423577,New York,Ḳulṭur,1921,,,,,,,,,,,,,,
Geshikhṭe fun sotsialisṭishen gedanḳ,"Kautsky, Karl","Kantorovitsh, Khayim",Die Vorläufer des neueren Sozialismus,German,Q22908474,,,1,nybc206801,1921-01-01T00:00:00Z,164,63837239,New York,Ḳulṭur,1921,,,,,,,"Vatenberg, A.",,,,,,,
Dos hoyz afn shṭoṭ-plats roman,"Kazakevich, Emmanuil","Katz, Pinye",Дом на площади,Russian,,,,,nybc209709,1957-01-01T00:00:00Z,204,171216835,Buenos Aires,Heymland,1957,,,,,,,,,,,,,,
Dos meydel fun ṿald,"Kellermann, Bernhard","Landoy, Zisha",Ingeborg,German,,,,,nybc201955,1919-01-01T00:00:00Z,195,56964531,New York,Idish,1919,,,,,,,,,,,,,,
Ingeborg,"Kellermann, Bernhard","Flakser, Menakhem",Ingeborg,German,,,,,nybc201362,1927-01-01T00:00:00Z,141,62392455,Warsaw,Kh. Bzhoza,1927,,,,,,,,,,,,,,
Ingeborg,"Kellermann, Bernhard","Flakser, Menakhem",Ingeborg,German,,,,,nybc202664,1924-01-01T00:00:00Z,132,92739512,Warsaw,Yatshkovski,1924,,,,,,,,,,,,,,
Ḳoṭuḳo fun dem lebn fun di Esḳimosn,"Kipling, Rudayrd",unknown,The Cat that Walked by Himself,English,Q15624333,,,,nybc213434,1924-01-01T00:00:00Z,300,5256465,Vilne,Naye Yidishe folksshul,1924,,,,,,,,,,,,,,
Riḳi-Ṭiḳi-Ṭaṿi,"Kipling, Rudayrd","Lyumis, Kh.",Rikki-Tikki-Tavi,English,Q1820680,,,,nybc213435,1924-01-01T00:00:00Z,333,11776959,Kyiv,Kultur lige,1924,,,,,,,,,,,,,,
Dem ḳenigs anḳus,"Kipling, Rudayrd","Shapiro, Lamed",The King's Ankus‎,English,Q19829307,,,,nybc204482,2022-02-19T00:00:00Z,1736,7671009,Vilne,B. Kletskin,unknown,,,,,,,,,,,,,,
Boleslaṿ Byeruṭ zayn lebn un ṭeṭiḳeyṭ,"Kowalczyk, Józef","Sfard, David",Bolesław Bierut życie i działalność,Polish,,,,,nybc203076,1952-01-01T00:00:00Z,139,75871494,Warsaw,Yidish bukh,1952,,,,,,,,,,,,,,
Der tsṿeyṭer fronṭ fartseykhnungen,"Kraminov, Daniil","Lan, A.",Правда о втором фронте,Russian,,,,,nybc209934,1951-01-01T00:00:00Z,111,93791351,Buenos Aires,Heymland,1951,,,,,,,,,,,,,,
Ḳropoṭḳin's lebens-beshraybung,"Kropotkin, Peter","Kohn, M.",Memoirs of a Revolutionist,English,Q21524357,,,,nybc209947,1904-01-01T00:00:00Z,175,176049025,London,"Aroysgegeben fun der Grupe ""Frayhayṭ"" A. Sh. A.P.",1904,,,,,,,,,,,,,,
Gegenzayṭige hilf bay ḥayes̀ un menshen als a faḳṭor fun enṭṿiḳlung,"Kropotkin, Peter","Merison, Y. A.",Mutual Aid: A Factor of Evolution,English,Q1498315,,,,nybc209946,1913-01-01T00:00:00Z,289,122892339,New York,Ḳropoṭḳin liṭeraṭur-gezelshafṭ,1913,,,,,,,,,,,,,,
"Felder, fabriḳen un ṿerḳsheper oder, indusṭrye ferbunden miṭ agriḳulṭur ...","Kropotkin, Peter","Merison, Y. A.","Fields, factories and workshops",English,Q2955918,,,,nybc209953,1914-01-01T00:00:00Z,194,106808417,New York,Kropotkin literatur gezelshaft,1914,,,,,,,,,,,,,,
Di geshikhṭe fun der groyser Frantsoyzisher reṿolutsye,"Kropotkin, Peter","Shper, Yoyne",La Grande Révolution,French,Q3209557,,,,nybc210190,1929-01-01T00:00:00Z,159,106899495,Vilne,Tamar,1929,,,,,,,,,,,,,,
Lenin zikhroynes̀,"Krupskaya, Nadezhda","Rakovski, Mark",Воспоминания о Ленине,Russian,,,,,nybc201876,1930-01-01T00:00:00Z,234,60188960,Warsaw,[o. fg.],1930,,,,,,,,,,,,,,
